worker_ID,asg_ID,payments,experiment_id,current_question,answer1,feedback,initial_time,begin_time
"A10HEV2856GIQL","3V5Q80FXIXREFUPZCMUV8FCJ3D132Z","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",550,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Because Lisa is more likely to give him an A."" ], ""time"" : 109177 } } }",,1456021728499.0,1456021737291.0
"A11THU6UGG3THR","35USIKEBNRG91Z1AH7QD76R1OZUN6G","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",551,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""If he's right about how Lisa will grade, he has a 60% chance of getting $1.25 if he goes with \""B\"" and a 40% chance of getting $5 if he goes with \""A\"". Expected value is .75 with a B and 2 with an A."" ], ""time"" : 519968 } } }",,1456022482179.0,1456022530721.0
"A2R1JVEVFXAGUI","3Z9WI9EOZZOOQI0OGDP1C5ZN3I6HK7","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",552,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam truly believes that this essay deserves an A. He gets a higher bonus for an A based upon his estimations."" ], ""time"" : 179353 } } }",,1456023588792.0,1456023603754.0
"A384RYM14QK8JY","3TAYZSBPLL8IZBAE21VWGNKVVT32ST",,553,3,,,1456024619458.0,1456024632346.0
"A2P0UKN1U3LHMO","3OE22WJIGIOF6743THGXR60MWW1UQE",,554,1,,,1456024837604.0,1456024858862.0
"AC82Q4KH05C5D","30ZX6P7VF8VP08ROF7MIOMT8ZARJ2V","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",555,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" The instructions say that if they give the same grade, he will get a bonus. "" ], ""time"" : 79302 } } }",,1456026491147.0,1456026485926.0
"A23GWX64166H07","3M68NM076H7UGXT2AE7UGQWBPWQ6RU","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",556,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""There is a 90% chance that Sam and his partner will grade \""B\"" and there is a 90% chance that the other graders will also give a \""B\"".  Grading a \""B\"" would be the safest way to maximize his reward.   "" ], ""time"" : 287890 } } }",,1456030853605.0,1456030874439.0
"A23TC8U3E2XN9Z","3M0BCWMB8VW5U5RJ5ZY8E5QKVCHBWO",,557,2,,,1456032179038.0,1456032197500.0
"AWHGBMRHGO7RF","30JNVC0OR9KA1LYJTI9Y8RBW2P6QHI",,558,0,,,1456034361322.0,1456034378490.0
"A1VHFLDO4EPKT4","3IX2EGZR7BJ64S89UX1JPU1GB3ERJR","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",559,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Under Sam's assumption that 20% of essays will get an \""A,\"" the penalty for both Sam and Lisa giving an essay an \""A\"" is 100/20 = $5, as computed from the formula in the upper left cell in the table. Under Sam's assumption that 80% of essays will get a \""B,\"" the penalty for both Sam and Lisa giving an essay a \""B\"" is 100/80 = $1.25, as computed from the formula in the lower right cell in the table. If Sam and Lisa give an essay differing grades, the penalty is $0, from the remaining cells in the table.\n\nSam thinks that Lisa will give his essay an \""A\"" with 40% probability. The expected penalty for Sam giving the essay an \""A\"" is then (from the first line of the table): $5 x 0.4 + $0 x (1 - 0.4) = $2. The expected penalty for Sam giving the essay a \""B\"" is (from the second line of the table): $0 x 0.4 + $1.25 x (1 - 0.4) = $0.75. To maximize his reward, Sam should minimize his expected penalty and grade the essay a \""B.\""\n"" ], ""time"" : 1443685 } } }",,1456036691888.0,1456036760226.0
"AUBB8KU9XV2R8","3AMYWKA6YBMRJK1MIMQQMVR6EACO6B","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",560,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" i think sam will click B only because of the statics present in the page shows that the 40% chance for A and the B has the chance more than A."" ], ""time"" : 173622 } } }",,1456039578761.0,1456039610610.0
"A1JWEYGDFDB100","39O5D9O87TSRDCH19FJ1KSL5F53C38","[ 0, 0, 0, 0.04, 0.04, 0, 0, 0.04 ]",563,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" What is important is to realize that most students would end up with B . So a B throughtout would maximize sam's reward. There is a big risk associated with giving an A, as others may easily not give a corresponding A. Then fairly Sam's essay desrves a B"" ], ""time"" : 297338 } } }",,1456062866198.0,1456063030265.0
"A1Z9TXB3PGN9J7","3K5TEWLKGVB22O5KLZLTEQBJJUNIVK",,564,7,,,1456080727112.0,1456069995467.0
"A30AKHFRYKH2CV","3ZY8KE4ISJ3FJMT3Y7Q2NS25A45QVW","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",565,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" As i understand this case - if Sam gives an A, he will receive the maximum reward. Because as per the above conditions B means he will receive the low reward."" ], ""time"" : 425628 } } }",,1456071529634.0,1456071538570.0
"A2BRISABKYYU8E","3S4AW7T80BI5YCUBM6HJXG3YNENL4S",,566,2,,,1456073891310.0,1456073917373.0
"A110BZSDZN7E16","3RUIQRXJBBO1WK1WSYG0JX5990ILLL",,567,7,,,1456074237539.0,1456074253677.0
"A2YB18JHC2C7GF","3RGU30DZTA8F7CVHPP523V765G4MJN","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",568,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" 80% of the essays will be graded a B"" ], ""time"" : 138231 } } }",,1456075240851.0,1456074506971.0
"A1VIMBOSJ5EER9","3R2UR8A0IAG42ZLIJ9ZGM84QBE0OXU",,569,5,,,1456079582422.0,1456080450736.0
"A12HIQXUGNO5Z9","3RKNTXVS3MYO2T37PFSTO2NNT2U4AZ","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",570,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" since sam is giving a b and lisa is probably giving a b, this comes out to the maximum reward"" ], ""time"" : 179798 } } }",,1456081259728.0,1456081280600.0
"A2UZXRV8QU8TGS","3DH6GAKTYYP518PZQEWZLKI3XOVZYB",,571,4,,,1456081691593.0,1456081706111.0
"3233","2332",,,,,,1456083570540.0,
"AYZ85PU887QY1","3RXCAC0YIRPQVL3CNIAG10EVTJ4G8V","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",572,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" ?"" ], ""time"" : 25308 } } }",,1456083764277.0,1456083788230.0
"A1R3W25JDAUQ09","3EA3QWIZ4IVNPW1VG4LED8NYM9JTIR","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",573,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" it seems like there is more likely to give honestly. if everyone is honest, he gets less so its better to use an A"" ], ""time"" : 128150 } } }",,1456088037616.0,1456088157655.0
"A19A0XUGZS7RAZ","3X73LLYYQ1EPYOLRDQHH4XGRXFXNH8","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",574,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I chose B since more Bs will be given overall, only 20% will be getting As,so B is the better bet."" ], ""time"" : 126467 } } }",,1456095454923.0,1456095448720.0
